id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude,section_prefixe
2020-128879,2020-10-23,1,Vente,167000.00,39,,"RUE JULES DUMONT D URVILLE",3228,18000,18033,Bourges,18,,,18033000CM0421,,,,,,,,,,,,,0,1,Maison,120.00,6,S,sols,,,159.00,2.4365690,47.0810810,000CM
2020-128879,2020-10-23,1,Vente,167000.00,,,"LES DAMES BLANCHES",B079,18000,18033,Bourges,18,,,18033000CM0422,,,,,,,,,,,,,0,,,,,S,sols,,,69.00,2.4365990,47.0811190,000CM
2020-128879,2020-10-23,1,Vente,167000.00,,,"LES DAMES BLANCHES",B079,18000,18033,Bourges,18,,,18033000CM0438,,,,,,,,,,,,,0,,,,,S,sols,,,304.00,2.4366160,47.0810200,000CM
2020-128885,2020-10-24,1,Vente,97500.00,6,,"RUE MARTIN SIEMENS",3813,18000,18033,Bourges,18,,,18033000CM0049,,,159,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4410240,47.0821090,000CM
2020-128885,2020-10-24,1,Vente,97500.00,1,,"RUE MARTIN SIEMENS",3813,18000,18033,Bourges,18,,,18033000CM0049,,,57,53.50,,,,,,,,,1,2,Appartement,54.00,3,,,,,,2.4410240,47.0821090,000CM
2020-128891,2020-10-15,2,Vente,56000.00,,,"CHE DES PLANTONS",4771,18000,18033,Bourges,18,,,18033000BN0201,,,,,,,,,,,,,0,,,,,S,sols,,,1845.00,2.4269230,47.0973440,000BN
2020-128892,2020-10-27,1,Vente,28250.00,17,,"RUE FELIX PYAT",2070,18000,18033,Bourges,18,,,18033000IK0463,,,11,10.12,2,,,,,,,,2,2,Appartement,20.00,1,,,,,,2.4007360,47.0772750,000IK
2020-128895,2020-10-02,1,Vente,45000.00,125,,"RUE CHARLET",1160,18000,18033,Bourges,18,,,18033000BV0141,,,125,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4186180,47.0845080,000BV
2020-128895,2020-10-02,1,Vente,45000.00,125,,"RUE CHARLET",1160,18000,18033,Bourges,18,,,18033000BV0141,,,11,58.92,59,,,,,,,,2,2,Appartement,57.00,3,,,,,,2.4186180,47.0845080,000BV
2020-128900,2020-10-01,1,Vente,64500.00,,,"CHE DE LA PRAIRIE",4855,18000,18033,Bourges,18,,,18033000HR0199,,,,,,,,,,,,,0,,,,,S,sols,,,209.00,2.3837960,47.0881380,000HR
2020-128900,2020-10-01,1,Vente,64500.00,9035,,"LES VIGNERIES ST GEORGES",B302,18000,18033,Bourges,18,,,18033000HR0249,,,,,,,,,,,,,0,1,Maison,65.00,2,S,sols,,,553.00,2.3836500,47.0878570,000HR
2020-128901,2020-10-01,1,Vente,224000.00,5,,"RUE BERTHELOT",0530,18000,18033,Bourges,18,,,18033000DN0347,,,,,,,,,,,,,0,1,Maison,85.00,3,S,sols,,,279.00,2.3970750,47.0720660,000DN
2020-128902,2020-10-06,1,Vente,163000.00,35,,"CRS DES CHENES",1275,18000,18033,Bourges,18,,,18033000AI0519,,,,,,,,,,,,,0,1,Maison,110.00,4,S,sols,,,338.00,2.4038320,47.1219530,000AI
2020-128902,2020-10-06,1,Vente,163000.00,35,,"CRS DES CHENES",1275,18000,18033,Bourges,18,,,18033000AI0519,,,,,,,,,,,,,0,4,"Local industriel. commercial ou assimilé",30.00,0,J,jardins,,,812.00,2.4038320,47.1219530,000AI
2020-128902,2020-10-06,1,Vente,163000.00,35,,"CRS DES CHENES",1275,18000,18033,Bourges,18,,,18033000AI0519,,,,,,,,,,,,,0,1,Maison,110.00,4,J,jardins,,,812.00,2.4038320,47.1219530,000AI
2020-128902,2020-10-06,1,Vente,163000.00,35,,"CRS DES CHENES",1275,18000,18033,Bourges,18,,,18033000AI0519,,,,,,,,,,,,,0,4,"Local industriel. commercial ou assimilé",30.00,0,S,sols,,,338.00,2.4038320,47.1219530,000AI
2020-128902,2020-10-06,1,Vente,163000.00,,,"CRS DES CHENES",1275,18000,18033,Bourges,18,,,18033000AI0538,,,,,,,,,,,,,0,,,,,S,sols,,,119.00,2.4035170,47.1221750,000AI
2020-128902,2020-10-06,1,Vente,163000.00,,,"CRS DES CHENES",1275,18000,18033,Bourges,18,,,18033000AI0549,,,,,,,,,,,,,0,,,,,S,sols,,,1113.00,2.4032790,47.1223470,000AI
2020-128904,2020-10-05,1,Vente,67000.00,73,,"BD MAL FOCH",3750,18000,18033,Bourges,18,,,18033000HZ0147,,,5,41.29,,,,,,,,,1,2,Appartement,35.00,3,,,,,,2.4088320,47.0786130,000HZ
2020-128904,2020-10-05,1,Vente,67000.00,73,,"BD MAL FOCH",3750,18000,18033,Bourges,18,,,18033000HZ0147,,,5,41.29,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4088320,47.0786130,000HZ
2020-128905,2020-10-02,1,Vente,115000.00,13,,"RUE ALIENOR D AQUITAINE",5930,18000,18033,Bourges,18,,,18033000CK0276,,,,,,,,,,,,,0,1,Maison,82.00,4,S,sols,,,393.00,2.4278980,47.0771390,000CK
2020-128908,2020-10-07,1,Vente,56075.00,8,,"RES DES GOULEVENTS",A260,18000,18033,Bourges,18,,,18033000ET0189,,,125,54.01,135,,,,,,,,2,2,Appartement,52.00,3,,,,,,2.3787600,47.0731350,000ET
2020-128909,2020-10-07,1,Vente,98000.00,16,,"RUE DU PRINAL",4950,18000,18033,Bourges,18,,,18033000IN0424,,,16,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.3894010,47.0848250,000IN
2020-128909,2020-10-07,1,Vente,98000.00,16,,"RUE DU PRINAL",4950,18000,18033,Bourges,18,,,18033000IN0424,,,1,,8,79.23,,,,,,,2,2,Appartement,81.00,3,,,,,,2.3894010,47.0848250,000IN
2020-128910,2020-10-07,1,Vente,69000.00,75,,"AV MARCEL HAEGELEN",3700,18000,18033,Bourges,18,,,18033000DZ0339,,,124,,141,78.61,,,,,,,2,2,Appartement,77.00,4,,,,,,2.3818560,47.0721210,000DZ
2020-128918,2020-10-23,1,Vente,20000.00,9003,,"CHE DES PREBENDES",4880,18000,18033,Bourges,18,,,18033000BS0187,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,130.00,2.4047150,47.0858010,000BS
2020-128918,2020-10-23,1,Vente,20000.00,9003,,"CHE DES PREBENDES",4880,18000,18033,Bourges,18,,,18033000BS0187,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,130.00,2.4047150,47.0858010,000BS
2020-128918,2020-10-23,1,Vente,20000.00,9003,,"CHE DES PREBENDES",4880,18000,18033,Bourges,18,,,18033000BS0187,,,,,,,,,,,,,0,3,Dépendance,,0,J,jardins,,,737.00,2.4047150,47.0858010,000BS
2020-128918,2020-10-23,1,Vente,20000.00,9003,,"CHE DES PREBENDES",4880,18000,18033,Bourges,18,,,18033000BS0187,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,130.00,2.4047150,47.0858010,000BS
2020-128918,2020-10-23,1,Vente,20000.00,9003,,"CHE DES PREBENDES",4880,18000,18033,Bourges,18,,,18033000BS0187,,,,,,,,,,,,,0,3,Dépendance,,0,J,jardins,,,737.00,2.4047150,47.0858010,000BS
2020-128918,2020-10-23,1,Vente,20000.00,9003,,"CHE DES PREBENDES",4880,18000,18033,Bourges,18,,,18033000BS0187,,,,,,,,,,,,,0,3,Dépendance,,0,J,jardins,,,737.00,2.4047150,47.0858010,000BS
2020-128941,2020-10-31,1,Vente,257000.00,9,,"RUE DES CHALETS",0990,18000,18033,Bourges,18,,,18033000CH0500,,,,,,,,,,,,,0,1,Maison,124.00,7,S,sols,,,178.00,2.4072990,47.0761550,000CH
2020-128946,2020-10-19,1,Vente,50600.00,,,"BD DE JURANVILLE",3250,18000,18033,Bourges,18,,,18033000IN0008,,,,,,,,,,,,,0,,,,,S,sols,,,4.00,2.3885900,47.0860930,000IN
2020-128946,2020-10-19,1,Vente,50600.00,60,,"BD DE JURANVILLE",3250,18000,18033,Bourges,18,,,18033000IN0009,,,,,,,,,,,,,0,4,"Local industriel. commercial ou assimilé",57.00,0,S,sols,,,53.00,2.3886510,47.0860690,000IN
2020-128947,2020-10-07,1,Vente,45000.00,125,,"RUE CHARLET",1160,18000,18033,Bourges,18,,,18033000BV0141,,,35,59.16,83,,,,,,,,2,2,Appartement,55.00,3,,,,,,2.4186180,47.0845080,000BV
2020-128948,2020-10-15,1,Vente,157000.00,9153,F,PIERRELAY,B199,18000,18033,Bourges,18,,,18033000HM0153,,,,,,,,,,,,,0,1,Maison,99.00,5,S,sols,,,1002.00,2.3418630,47.0833570,000HM
2020-128950,2020-10-14,1,Vente,98000.00,18,,"CRS BEAUVOIR",0430,18000,18033,Bourges,18,,,18033000HV0013,,,317,62.43,343,,,,,,,,2,2,Appartement,51.00,3,,,,,,2.3994650,47.0903670,000HV
2020-128950,2020-10-14,1,Vente,98000.00,18,,"CRS BEAUVOIR",0430,18000,18033,Bourges,18,,,18033000HV0013,,,44,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.3994650,47.0903670,000HV
2020-128951,2020-10-08,1,Vente,62000.00,86,,"AV MARCEL HAEGELEN",3700,18000,18033,Bourges,18,,,18033000ER0174,,,13,,27,56.63,,,,,,,2,2,Appartement,60.00,3,,,,,,2.3786580,47.0719480,000ER
2020-128951,2020-10-08,1,Vente,62000.00,82,,"AV MARCEL HAEGELEN",3700,18000,18033,Bourges,18,,,18033000ER0174,,,58,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.3786580,47.0719480,000ER
2020-128953,2020-10-14,1,Vente,42000.00,9,,"BD G CLEMENCEAU",2510,18000,18033,Bourges,18,,,18033000HX0031,,,1,,10,13.49,8,15.00,,,,,3,2,Appartement,30.00,1,,,,,,2.4018980,47.0852630,000HX
2020-128954,2020-10-16,1,Vente,69000.00,4,,"RUE DE LA VERNUSSE",5746,18000,18033,Bourges,18,,,18033000DS0269,,,1,42.66,,,,,,,,,1,2,Appartement,42.00,2,,,,,,2.4050970,47.0528940,000DS
2020-128954,2020-10-16,1,Vente,69000.00,4,,"RUE DE LA VERNUSSE",5746,18000,18033,Bourges,18,,,18033000DS0269,,,68,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4050970,47.0528940,000DS
2020-128955,2020-10-08,1,Vente,84080.00,38,,"RUE DE PALENCIA",4297,18000,18033,Bourges,18,,,18033000DV0492,,,,,,,,,,,,,0,1,Maison,90.00,4,S,sols,,,670.00,2.3947320,47.0526630,000DV
2020-128958,2020-10-20,1,Vente,78000.00,15,,"RUE GASSOT DE DEFFEND",2390,18000,18033,Bourges,18,,,18033000DX0174,,,,,,,,,,,,,0,1,Maison,80.00,4,S,sols,,,356.00,2.3886910,47.0654580,000DX
2020-128963,2020-10-16,1,Vente,110000.00,13,,"RUE DE LAZENAY",3390,18000,18033,Bourges,18,,,18033000DN0500,,,,,,,,,,,,,0,1,Maison,103.00,5,S,sols,,,334.00,2.3990640,47.0714740,000DN
2020-128965,2020-10-06,1,Vente,105000.00,28,B,"BD AUGER",0220,18000,18033,Bourges,18,,,18033000HZ0142,,,,,,,,,,,,,0,1,Maison,66.00,3,S,sols,,,170.00,2.4082730,47.0789190,000HZ
2020-128965,2020-10-06,1,Vente,105000.00,,,"BD AUGER",0220,18000,18033,Bourges,18,,,18033000HZ0143,,,,,,,,,,,,,0,,,,,S,sols,,,58.00,2.4086010,47.0789380,000HZ
2020-128966,2020-10-19,1,Vente,160500.00,,,"LES MONTS DE BRETTES",B169,18000,18033,Bourges,18,,,18033000ZR0133,,,,,,,,,,,,,0,,,,,AG,"terrains d'agrément",,,928.00,2.3362490,47.0798620,000ZR
2020-128966,2020-10-19,1,Vente,160500.00,,,"LES MONTS DE BRETTES",B169,18000,18033,Bourges,18,,,18033000ZR0133,,,,,,,,,,,,,0,,,,,S,sols,,,500.00,2.3362490,47.0798620,000ZR
2020-128966,2020-10-19,1,Vente,160500.00,79,,PIERRELAY,B199,18000,18033,Bourges,18,,,18033000ZR0134,,,,,,,,,,,,,0,1,Maison,81.00,4,T,terres,,,2446.00,2.3363650,47.0799970,000ZR
2020-128967,2020-10-13,1,Vente,1000.00,,,"1 ALLEE NORD DES PAINS PER",B308,18000,18033,Bourges,18,,,18033000BP0050,,,,,,,,,,,,,0,,,,,J,jardins,,,468.00,2.4100170,47.0907920,000BP
2020-128969,2020-10-12,1,Vente,232500.00,,,"VILLAGE DE PLAME SOURIS",B306,18000,18033,Bourges,18,,,18033000CN0042,,,,,,,,,,,,,0,,,,,BP,peupleraies,,,7480.00,2.4650420,47.0865940,000CN
2020-128969,2020-10-12,1,Vente,232500.00,9001,,"PLAME SOURIS",B344,18000,18033,Bourges,18,,,18033000CN0043,,,,,,,,,,,,,0,1,Maison,140.00,5,S,sols,,,606.00,2.4650740,47.0858150,000CN
2020-128969,2020-10-12,1,Vente,232500.00,9001,,"PLAME SOURIS",B344,18000,18033,Bourges,18,,,18033000CN0043,,,,,,,,,,,,,0,1,Maison,140.00,5,T,terres,,,6444.00,2.4650740,47.0858150,000CN
2020-128969,2020-10-12,1,Vente,232500.00,9001,,"PLAME SOURIS",B344,18000,18033,Bourges,18,,,18033000CN0043,,,,,,,,,,,,,0,1,Maison,140.00,5,P,prés,,,1501.00,2.4650740,47.0858150,000CN
2020-128970,2020-10-07,1,Vente,285000.00,23,,"RUE ROGER MARTIN DU GARD",5173,18000,18033,Bourges,18,,,18033000YD0137,,,,,,,,,,,,,0,1,Maison,106.00,4,S,sols,,,524.00,2.3489820,47.0801350,000YD
2020-128970,2020-10-07,1,Vente,285000.00,7,,"RLE DES GATS",2413,18000,18033,Bourges,18,,,18033000YD0138,,,,,,,,,,,,,0,,,,,S,sols,,,706.00,2.3493880,47.0801240,000YD
2020-128971,2020-10-19,1,Vente,116600.00,19,,"RUE COURSARLON",1610,18000,18033,Bourges,18,,,18033000IO0684,,,3,,8,57.00,9,,,,,,3,4,"Local industriel. commercial ou assimilé",70.00,0,,,,,,2.3967930,47.0850590,000IO
2020-128974,2020-10-15,1,Vente,150.00,,,"LES SABLONS",B271,18000,18033,Bourges,18,,,18033000AM0274,,,,,,,,,,,,,0,,,,,J,jardins,,,285.00,2.4115880,47.1222360,000AM
2020-128975,2020-10-13,1,Vente,75000.00,,,"RUE JEAN JACQUES ROUSSEAU",3060,18000,18033,Bourges,18,,,18033000EW0415,,,,,,,,,,,,,0,,,,,S,sols,,,8.00,2.3833180,47.0768970,000EW
2020-128975,2020-10-13,1,Vente,75000.00,,,"IMP PLANTES S-JEANNE",4760,18000,18033,Bourges,18,,,18033000EW0416,,,,,,,,,,,,,0,,,,,S,sols,,,11.00,2.3833380,47.0769070,000EW
2020-128975,2020-10-13,1,Vente,75000.00,,,"RUE DES PLANTES S-JEANNE",4770,18000,18033,Bourges,18,,,18033000EW0417,,,,,,,,,,,,,0,,,,,S,sols,,,22.00,2.3833870,47.0769140,000EW
2020-128975,2020-10-13,1,Vente,75000.00,,,"RUE DES PLANTES S-JEANNE",4770,18000,18033,Bourges,18,,,18033000EW0421,,,,,,,,,,,,,0,,,,,S,sols,,,25.00,2.3834420,47.0768970,000EW
2020-128975,2020-10-13,1,Vente,75000.00,,,"RUE DES PLANTES S-JEANNE",4770,18000,18033,Bourges,18,,,18033000EW0423,,,,,,,,,,,,,0,,,,,J,jardins,,,42.00,2.3835300,47.0768510,000EW
2020-128975,2020-10-13,1,Vente,75000.00,,,"RUE DES PLANTES S-JEANNE",4770,18000,18033,Bourges,18,,,18033000EW0557,,,,,,,,,,,,,0,,,,,S,sols,,,401.00,2.3838600,47.0772060,000EW
2020-128976,2020-10-16,1,Vente,1500.00,,,"LES FERMINES",B088,18000,18033,Bourges,18,,,18033000AN0134,,,,,,,,,,,,,0,,,,,T,terres,,,986.00,2.4109000,47.1185990,000AN
2020-128977,2020-10-16,1,Vente,185000.00,40,,"CHE DES CHAMPS FORTS",1005,18000,18033,Bourges,18,,,18033000AO0173,,,,,,,,,,,,,0,1,Maison,95.00,4,S,sols,,,527.00,2.4073780,47.1170530,000AO
2020-128977,2020-10-16,1,Vente,185000.00,,,"CHE DES CHAMPS FORTS",1005,18000,18033,Bourges,18,,,18033000AO0241,,,,,,,,,,,,,0,,,,,AG,"terrains d'agrément",,,744.00,2.4071950,47.1170830,000AO
2020-128977,2020-10-16,1,Vente,185000.00,,,"LES CHAMPS FORTS",B049,18000,18033,Bourges,18,,,18033000AO0242,,,,,,,,,,,,,0,,,,,AG,"terrains d'agrément",,,190.00,2.4069210,47.1168980,000AO
2020-128977,2020-10-16,1,Vente,185000.00,,,"CHE DES CHAMPS FORTS",1005,18000,18033,Bourges,18,,,18033000AO0243,,,,,,,,,,,,,0,,,,,AG,"terrains d'agrément",,,326.00,2.4072080,47.1169340,000AO
2020-128979,2020-10-15,1,Vente,170800.00,31,,"RUE NICOLAS DE STAEL",4248,18000,18033,Bourges,18,,,18033000IR0918,,,,,,,,,,,,,0,1,Maison,88.00,4,S,sols,,,366.00,2.4181250,47.0616950,000IR
2020-128980,2020-10-19,1,Vente,54000.00,8,,"CHE DU GRAND MAZIERES",2602,18000,18033,Bourges,18,,,18033000DV0094,,,34,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.3911870,47.0603980,000DV
2020-128980,2020-10-19,1,Vente,54000.00,8,,"CHE DU GRAND MAZIERES",2602,18000,18033,Bourges,18,,,18033000DV0094,,,1,35.14,,,,,,,,,1,2,Appartement,35.00,2,,,,,,2.3911870,47.0603980,000DV
2020-128983,2020-10-17,1,Vente,65000.00,156,,"CHE DE VILLENEUVE",5830,18000,18033,Bourges,18,,,18033000EM0156,,,,,,,,,,,,,0,1,Maison,81.00,4,S,sols,,,895.00,2.3601450,47.0633230,000EM
2020-128983,2020-10-17,1,Vente,65000.00,156,,"CHE DE VILLENEUVE",5830,18000,18033,Bourges,18,,,18033000EM0156,,,,,,,,,,,,,0,1,Maison,81.00,4,J,jardins,,,1105.00,2.3601450,47.0633230,000EM
2020-128984,2020-10-20,1,Vente,32000.00,20,,"RUE JEAN BAFFIER",2980,18000,18033,Bourges,18,,,18033000IK0555,,,24,15.28,8,,,,,,,,2,2,Appartement,15.00,1,,,,,,2.4011100,47.0784370,000IK
2020-128990,2020-10-20,1,Vente,60000.00,13,,"AV LOUIS 11",3588,18000,18033,Bourges,18,,,18033000EW0389,,,116,,74,53.75,,,,,,,2,2,Appartement,54.00,2,,,,,,2.3873960,47.0804640,000EW
2020-128992,2020-10-16,1,Vente,120000.00,32,,"AV SALVADOR ALLENDE",5419,18000,18033,Bourges,18,,,18033000DM0382,,,,,,,,,,,,,0,1,Maison,88.00,5,S,sols,,,245.00,2.4038110,47.0651860,000DM
2020-128994,2020-10-16,1,Vente,125000.00,3,,"RUE VEDEAU",5740,18000,18033,Bourges,18,,,18033000DY0345,,,,,,,,,,,,,0,1,Maison,78.00,4,S,sols,,,156.00,2.3883740,47.0738810,000DY
2020-128994,2020-10-16,1,Vente,125000.00,3,,"RUE VEDEAU",5740,18000,18033,Bourges,18,,,18033000DY0345,,,,,,,,,,,,,0,1,Maison,78.00,4,J,jardins,,,627.00,2.3883740,47.0738810,000DY
2020-128994,2020-10-16,1,Vente,125000.00,3,B,"RUE VEDEAU",5740,18000,18033,Bourges,18,,,18033000DY0521,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,15.00,2.3885070,47.0740360,000DY
2020-128995,2020-10-16,1,Vente,290000.00,,,"COUR DES JACOBINS",2938,18000,18033,Bourges,18,,,18033000IO0390,,,,,,,,,,,,,0,,,,,S,sols,,,485.00,2.3958290,47.0830000,000IO
2020-128995,2020-10-16,1,Vente,290000.00,2,,"RUE EMILE ZOLA",1950,18000,18033,Bourges,18,,,18033000IO0402,,,,,,,,,,,,,0,4,"Local industriel. commercial ou assimilé",53.00,0,S,sols,,,685.00,,,000IO
2020-128995,2020-10-16,1,Vente,290000.00,2,,"RUE EMILE ZOLA",1950,18000,18033,Bourges,18,,,18033000IO0402,,,,,,,,,,,,,0,2,Appartement,108.00,5,S,sols,,,685.00,,,000IO
2020-128995,2020-10-16,1,Vente,290000.00,2,,"RUE EMILE ZOLA",1950,18000,18033,Bourges,18,,,18033000IO0402,,,,,,,,,,,,,0,4,"Local industriel. commercial ou assimilé",65.00,0,S,sols,,,685.00,,,000IO
2020-128996,2020-10-16,1,Vente,145000.00,18,,"CRS BEAUVOIR",0430,18000,18033,Bourges,18,,,18033000HV0013,,,49,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.3994650,47.0903670,000HV
2020-128996,2020-10-16,1,Vente,145000.00,18,,"CRS BEAUVOIR",0430,18000,18033,Bourges,18,,,18033000HV0013,,,210,,211,,,,,,,,2,2,Appartement,86.00,4,,,,,,2.3994650,47.0903670,000HV
2020-129001,2020-10-12,1,Vente,1104000.00,,,"RUE RANCHOT",5110,18000,18033,Bourges,18,,,18033000DK0375,,,,,,,,,,,,,0,,,,,AB,"terrains a bâtir",,,3044.00,2.4040720,47.0742890,000DK
2020-129001,2020-10-12,1,Vente,1104000.00,,,"RUE RANCHOT",5110,18000,18033,Bourges,18,,,18033000DK0376,,,,,,,,,,,,,0,,,,,AB,"terrains a bâtir",,,1382.00,2.4045320,47.0745450,000DK
2020-129017,2020-10-14,1,Vente,128900.00,135,,"RUE DE VAUVERT",5730,18000,18033,Bourges,18,,,18033000EY0423,,,,,,,,,,,,,0,1,Maison,80.00,3,S,sols,,,429.00,2.3737140,47.0829470,000EY
2020-129017,2020-10-14,1,Vente,128900.00,135,,"RUE DE VAUVERT",5730,18000,18033,Bourges,18,,,18033000EY0426,,,,,,,,,,,,,0,,,,,J,jardins,,,339.00,2.3739660,47.0828850,000EY
2020-129024,2020-10-29,1,Vente,212000.00,20,,"RUE DE IOCHKAR OLA",2921,18000,18033,Bourges,18,,,18033000DV0171,,,,,,,,,,,,,0,,,,,S,sols,,,341.00,2.3887320,47.0543010,000DV
2020-129024,2020-10-29,1,Vente,212000.00,20,,"RUE DE IOCHKAR OLA",2921,18000,18033,Bourges,18,,,18033000DV0213,,,,,,,,,,,,,0,1,Maison,94.00,4,S,sols,,,444.00,2.3887380,47.0543820,000DV
2020-129032,2020-10-21,1,Vente,120000.00,1,,"RUE DES PIJOLINS",4711,18000,18033,Bourges,18,,,18033000DE0096,,,,,,,,,,,,,0,1,Maison,33.00,3,S,sols,,,548.00,2.4202330,47.0637740,000DE
2020-129033,2020-10-20,1,Vente,270000.00,1,,"RUE ST-OUTRILLE",5360,18000,18033,Bourges,18,,,18033000DN0386,,,,,,,,,,,,,0,1,Maison,89.00,4,S,sols,,,134.00,2.3980740,47.0734560,000DN
2020-129034,2020-10-19,1,Vente,155400.00,31,,"AV JEAN JAURES",3080,18000,18033,Bourges,18,,,18033000HV0449,,,3,90.39,,,,,,,,,1,4,"Local industriel. commercial ou assimilé",100.00,0,,,,,,2.3929500,47.0885780,000HV
2020-129036,2020-10-22,1,Vente,60000.00,55,A,"RUE DE PIGNOUX",4700,18000,18033,Bourges,18,,,18033000CD0346,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,60.00,2.4203840,47.0811550,000CD
2020-129036,2020-10-22,1,Vente,60000.00,51,,"RUE DE PIGNOUX",4700,18000,18033,Bourges,18,,,18033000CD0348,,,,,,,,,,,,,0,1,Maison,31.00,2,S,sols,,,25.00,2.4202580,47.0811520,000CD
2020-129036,2020-10-22,1,Vente,60000.00,,,"RUE DE PIGNOUX",4700,18000,18033,Bourges,18,,,18033000CD0534,,,,,,,,,,,,,0,,,,,S,sols,,,87.00,2.4201310,47.0811040,000CD
2020-129036,2020-10-22,1,Vente,60000.00,,,"RUE DE PIGNOUX",4700,18000,18033,Bourges,18,,,18033000CD0535,,,,,,,,,,,,,0,,,,,AG,"terrains d'agrément",,,18.00,2.4203010,47.0811510,000CD
2020-129040,2020-10-23,1,Vente,92175.00,31,,"AV DU GEN CHARLES DE GAULLE",2461,18000,18033,Bourges,18,,,18033000BH0212,,,16,,40,65.50,,,,,,,2,2,Appartement,66.00,3,,,,,,2.4045400,47.0965490,000BH
2020-129040,2020-10-23,1,Vente,92175.00,31,,"AV DU GEN CHARLES DE GAULLE",2461,18000,18033,Bourges,18,,,18033000BH0212,,,48,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4045400,47.0965490,000BH
2020-129041,2020-10-23,1,Vente,145000.00,3,,"RUE D ANJOU",0160,18000,18033,Bourges,18,,,18033000DL0091,,,,,,,,,,,,,0,1,Maison,63.00,4,S,sols,,,318.00,2.4102120,47.0658270,000DL
2020-129041,2020-10-23,1,Vente,145000.00,,,"RUE D ANJOU",0160,18000,18033,Bourges,18,,,18033000DL0196,,,,,,,,,,,,,0,,,,,S,sols,,,825.00,2.4098690,47.0659610,000DL
2020-129047,2020-10-22,1,Vente,135900.00,18,,"ALL HENRI GUILLAUMET",2828,18000,18033,Bourges,18,,,18033000EH0642,,,,,,,,,,,,,0,1,Maison,82.00,4,S,sols,,,156.00,2.3867660,47.0703480,000EH
2020-129047,2020-10-22,1,Vente,135900.00,8,,"ALL HENRI GUILLAUMET",2828,18000,18033,Bourges,18,,,18033000EH0643,,,18,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.3865230,47.0703820,000EH
2020-129049,2020-10-22,1,Vente,140000.00,66,,"RUE DE GIONNE",2552,18000,18033,Bourges,18,,,18033000DL0001,,,,,,,,,,,,,0,1,Maison,66.00,3,S,sols,,,254.00,2.4091520,47.0691580,000DL
2020-129050,2020-10-22,1,Vente,270000.00,27,,"ALL CLAUDE DEBUSSY",1365,18000,18033,Bourges,18,,,18033000HO0352,,,,,,,,,,,,,0,1,Maison,155.00,5,S,sols,,,895.00,2.3654410,47.0846510,000HO
2020-129051,2020-10-20,1,Vente,142000.00,8,,"RUE DES ECOLES",1890,18000,18033,Bourges,18,,,18033000IM0087,,,,,,,,,,,,,0,2,Appartement,50.00,2,S,sols,,,224.00,2.3911810,47.0809960,000IM
2020-129051,2020-10-20,1,Vente,142000.00,8,,"RUE DES ECOLES",1890,18000,18033,Bourges,18,,,18033000IM0087,,,,,,,,,,,,,0,2,Appartement,58.00,3,S,sols,,,224.00,2.3911810,47.0809960,000IM
2020-129051,2020-10-20,1,Vente,142000.00,8,,"RUE DES ECOLES",1890,18000,18033,Bourges,18,,,18033000IM0087,,,,,,,,,,,,,0,2,Appartement,20.00,1,S,sols,,,224.00,2.3911810,47.0809960,000IM
2020-129051,2020-10-20,1,Vente,142000.00,8,,"RUE DES ECOLES",1890,18000,18033,Bourges,18,,,18033000IM0087,,,,,,,,,,,,,0,2,Appartement,56.00,2,S,sols,,,224.00,2.3911810,47.0809960,000IM
2020-129052,2020-10-21,1,Vente,50000.00,1,,"RES DES GOULEVENTS",A260,18000,18033,Bourges,18,,,18033000ET0189,,,12,,3,53.42,,,,,,,2,2,Appartement,52.00,3,,,,,,2.3787600,47.0731350,000ET
2020-129058,2020-10-21,1,Vente,177.00,,,"LES SABLONS",B271,18000,18033,Bourges,18,,,18033000AM0275,,,,,,,,,,,,,0,,,,,J,jardins,,,118.00,2.4113820,47.1222730,000AM
